mec_match,exact_match,cpdag_shd,n_edges_true,n_edges_est,trial,seed,algorithm,objective,runtime_sec,epochs_used
1,1,0.0,3,3,20,370798024,cd_BOmega_l0_0.0,5.147050619382472,1.3091963999904692,149.0
1,1,0.0,3,3,20,370798024,cd_A_l0_0.1,10.295499929782864,1.6733041999978013,149.0
0,0,2.0,3,3,20,370798024,cd_B_l0_0.1,6.7179663960336065,1.1995097000035457,149.0
0,0,2.0,3,3,20,370798024,cd_BOmega_l0_0.1,5.858983198016132,1.300401000014972,149.0
1,1,0.0,3,3,20,370798024,cd_A_l0_0.2,10.295513641998554,1.737098599987803,149.0
0,0,2.0,3,3,20,370798024,cd_B_l0_0.2,6.7179663960336065,1.0343885999755003,149.0
0,0,2.0,3,3,20,370798024,cd_BOmega_l0_0.2,5.858983198016132,1.2979503000096884,149.0
0,0,1.0,3,4,20,370798024,golem_ev,,28.965110099990852,
0,0,4.0,3,4,20,370798024,golem_nv,,22.916533299983712,
1,0,0.0,3,3,20,370798024,sp,,0.02656979998573661,
1,0,0.0,3,4,20,370798024,ges,,0.10030819999519736,
1,0,0.0,3,3,21,182549636,cd_A_l0_0.0,8.002293636159353,3.9644202000054065,452.0
1,0,0.0,3,3,21,182549636,cd_B_l0_0.0,2.856243452211053,0.9628358999907505,153.0
1,0,0.0,3,3,21,182549636,cd_BOmega_l0_0.0,3.9281791456855357,1.1040590000047814,149.0
0,0,1.0,3,2,21,182549636,cd_A_l0_0.1,8.331664947657217,2.744900299992878,276.0
0,0,1.0,3,2,21,182549636,cd_B_l0_0.1,3.2817193957584694,1.1848655999929179,149.0
0,0,1.0,3,2,21,182549636,cd_BOmega_l0_0.1,4.140859697870539,1.3591946999949869,149.0
0,0,1.0,3,2,21,182549636,cd_A_l0_0.2,8.331664947657217,3.2221809000184294,276.0
0,0,1.0,3,2,21,182549636,cd_B_l0_0.2,3.2817193957584694,1.2499828999862075,149.0
0,0,1.0,3,2,21,182549636,cd_BOmega_l0_0.2,4.140859697870539,1.1322493000188842,149.0
1,1,0.0,3,3,21,182549636,golem_ev,,29.081806200003484,
0,0,3.0,3,2,21,182549636,golem_nv,,22.16131039999891,
0,0,3.0,3,2,21,182549636,sp,,0.0217277999909129,
1,0,0.0,3,6,21,182549636,ges,,0.08711399999447167,
0,0,1.0,2,3,22,926764988,cd_A_l0_0.0,9.370958699472165,1.922734699997818,210.0
0,0,1.0,2,3,22,926764988,cd_B_l0_0.0,4.344454735318319,1.148836400010623,163.0
0,0,1.0,2,3,22,926764988,cd_BOmega_l0_0.0,4.681017988614373,1.7553072000155225,214.0
0,0,2.0,2,2,22,926764988,cd_A_l0_0.1,9.897496406289392,1.4792515000153799,149.0
0,0,2.0,2,2,22,926764988,cd_B_l0_0.1,4.895948356546571,1.061845899996115,149.0
0,0,2.0,2,2,22,926764988,cd_BOmega_l0_0.1,4.9479741782723305,1.1984326999809127,149.0
0,0,2.0,2,2,22,926764988,cd_A_l0_0.2,9.897496406289392,1.289436899998691,149.0
0,0,2.0,2,2,22,926764988,cd_B_l0_0.2,4.895948356546571,1.1046448000124656,149.0
0,0,2.0,2,2,22,926764988,cd_BOmega_l0_0.2,4.9479741782723305,1.3644798999885097,149.0
0,0,1.0,2,3,22,926764988,golem_ev,,25.449164399993606,
0,0,1.0,2,3,22,926764988,golem_nv,,22.226534599991282,
1,0,0.0,2,2,22,926764988,sp,,0.02710760000627488,
0,0,0.0,2,4,22,926764988,ges,,0.053614300006302074,
1,1,0.0,2,2,23,781567455,cd_A_l0_0.0,7.843068495074701,1.6059339999919757,149.0
1,1,0.0,2,2,23,781567455,cd_B_l0_0.0,2.840271847104576,1.0068050000118092,149.0
1,1,0.0,2,2,23,781567455,cd_BOmega_l0_0.0,3.9201359235508138,1.2019653000170365,149.0
1,1,0.0,2,2,23,781567455,cd_A_l0_0.1,7.843560299916977,1.3692928999953438,149.0
1,1,0.0,2,2,23,781567455,cd_B_l0_0.1,2.840923519908233,1.1791193999815732,149.0
1,1,0.0,2,2,23,781567455,cd_BOmega_l0_0.1,3.920461759952648,1.610960799996974,149.0
1,1,0.0,2,2,23,781567455,cd_A_l0_0.2,7.843560299916977,1.5932224999996834,149.0
1,1,0.0,2,2,23,781567455,cd_B_l0_0.2,2.840923519908233,1.1736253999988548,149.0
